fuente,nombre_proyecto,campo_sectorial,COD_DANE,anio_inicio,clase,motivo
cercarbono,Sustitucion de combustibles fosiles por combustibles alternativos en la produccion de Clinker Planta Cartagena,CDM - ACM0003: Partial substitution of fossil fuels in cement or quicklime manufacture | Manufacturing industry | PROTOCOL CVCC 3.1 | Avoidance,,,NO_AFOLU,sector~cement
cercarbono,Veolia LFG PTA Antanas landfill,CDM - ACM0001: Flaring or use of landfill gas | Waste handling and disposal | PROTOCOL CVCC V2.1 | Avoidance,,,NO_AFOLU,sector~landfill
cercarbono,Veolia LFG PTA Cucuta Landfill,CDM - ACM0001: Flaring or use of landfill gas | Waste handling and disposal | PROTOCOL CVCC V2.1 | Avoidance,,,NO_AFOLU,sector~landfill
cercarbono,Veolia LFG PTA Manizales and Cucuta Landfill,CDM - ACM0001: Flaring or use of landfill gas | Energy industries; Waste handling and disposal | PROTOCOL CVCC 3.1 | Avoidance,17001,,NO_AFOLU,sector~landfill
cercarbono,Veolia LFG PTA Presidente landfill,"CDM - ACM0001: Flaring or use of landfill gas | Waste handling and disposal | PROTOCOL CVCC V2.1, PROTOCOL CVCC 3.1 | Avoidance",,,NO_AFOLU,sector~landfill
gold_standard,Barroso 20MW hydroelectric project,,05642,2016.0,NO_AFOLU,nombre~hydro
gold_standard,Caruquia 9.76 MW hydroelectric project,AMS-I.D. Grid connected renewable electricity generation,05686,2011.0,NO_AFOLU,sector~^AMS-I
gold_standard,Caruquia 9.76 MW hydroelectric project Pre-CDM VERs,AMS-I.D. Grid connected renewable electricity generation,05686,2010.0,NO_AFOLU,sector~^AMS-I
gold_standard,Fundacion Natura Cookstove POA,GS TPDDTEC v 1.,68745,2014.0,NO_AFOLU,sector~TPDDTEC
gold_standard,GEN+: Alejandria Small Hydropower (SHP) Run-of-the-River CDM Project Bundle,,05021,2014.0,NO_AFOLU,nombre~hydro
gold_standard,GS3510 Fundacion Natura Cookstove PoA_Satander,GS TPDDTEC v 2.,68176,2014.0,NO_AFOLU,sector~TPDDTEC
gold_standard,Guanaquitas 9.74 MW hydroelectric project,AMS-I.D. Grid connected renewable electricity generation,05310,2014.0,NO_AFOLU,sector~^AMS-I
gold_standard,Programme of Activities for the Development and Promotion of Renewable Energy,,05664,2012.0,NO_AFOLU,nombre~renewable\s*energ
gold_standard,Santander and Las Tapias Renewable Energy Project,GS SS Ecologically Sound Fuel Switch to Biomass v1.,25754,2013.0,NO_AFOLU,sector~fuel\s*switch
renare,Alma Solar & Bayunca,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 970, 'contribucion_propia_1': '$ 90.000.000', 'costo_tot",,,NO_AFOLU,sector~solar
renare,Alma Solar & Bayunca,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~solar
renare,Bajo Tulua Minor Hydroelectric Power Plant - CDM,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 160.000.000.000', 'costo_total_1': '$ 160.",,,NO_AFOLU,sector~energ[ií]a\s*renovable
renare,Bajo Tulua Minor Hydroelectric Power Plant - CDM,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hydro
renare,Celsia Solar Agrupado VERRA,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~solar
renare,Celsia Solar Agrupado VERRA,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Central Hidroelectrica Carlos Lleras Restrepo,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Carlos Lleras Restrepo,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Cucuana,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 200.000.000.000', 'costo_total_1': '$ 200.000.",,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Cucuana,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 200.000.000.000', 'costo_total_1': '$ 200.",,,NO_AFOLU,sector~energ[ií]a\s*renovable
renare,Central Hidroelectrica Cucuana,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 153.000.000.000', 'costo_total_1': '$ 153.",,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Cucuana,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Cucuana,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Cucuana,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Escuela de Minas,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Escuela de Minas,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Alto Tulua,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 160.000.000.000', 'costo_total_1': '$ 160.000.",,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Alto Tulua,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 160.000.000.000', 'costo_total_1': '$ 160.",,,NO_AFOLU,sector~energ[ií]a\s*renovable
renare,Central Hidroelectrica Menor Alto Tulua,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Alto Tulua,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Amaime,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 160.000.000.000', 'costo_total_1': '$ 160.",,,NO_AFOLU,sector~energ[ií]a\s*renovable
renare,Central Hidroelectrica Menor Amaime,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 160.000.000.000', 'costo_total_1': '$ 160.000.",,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Amaime,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Amaime,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Bajo Tulua,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 558, 'contribucion_propia_1': '$ 160.000.000.000', 'costo_total_1': '$ 160.000.",,,NO_AFOLU,nombre~hidroel
renare,Central Hidroelectrica Menor Bajo Tulua,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Ciclo Combinado Termoflores IV,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 294, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~ciclo\s*combinado
renare,Ciclo Combinado Termoflores IV,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~termo
renare,Diseno y desarrollo de sistemas de tratamientos de aguas residuales domesticas e industriales a traves de biomasas adsorbentes.,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': '{""value"":""Biomasas adsorbentes ""}', 'tipo_actividad_1': 518, 'descripcion_actividad_1': 'Las biomasas adsorbentes convie",,,NO_AFOLU,sector~aguas\s*residuales
renare,Diseno y desarrollo de sistemas de tratamientos de aguas residuales domesticas e industriales a traves de biomasas adsorbentes.,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~aguas\s*residuales
renare,Dona Juana Landfill Gas to Energy Project,"PDBC - Programas de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '$ 4.120', 'tipo_actividad_1': 575, 'contribucion_propia_1': '$ 20.500.000', 'costo_total_1': '$ 26.300",,,NO_AFOLU,sector~biog[aá]s
renare,Dona Juana Landfill Gas to Energy Project,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~landfill
renare,FAZNI-GGC-074-521-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-075-520-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-076-523-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-077-525-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-081-544-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-082-545-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-083-546-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-083-604-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-087-585-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-093-570-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-094-572-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-095-573-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-096-593-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-098-597-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-105-611-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-106-612-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 437, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-107-613-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-108-614-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-109-615-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-110-616-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-111-617-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-112-619-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-113-620-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-114-622-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-115-626-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-116-627-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-117-628-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-118-629-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-119-630-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-120-631-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-121-625-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-122-643-17,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-397-16,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,FAZNI-GGC-403-16,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~solar
renare,ISAGEN,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 970, 'contribucion_propia_1': '$ 100.000.000', 'costo_to",,,NO_AFOLU,sector~solar
renare,Implementacion de buses electricos para el transporte de empleados de Cerro Matoso S.A.,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~transport
renare,Implementacion de buses electricos para el transporte de empleados de Cerro Matoso S.A.,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~transport
renare,"Introduction of the recovery and combustion of methane in the existing sludge treatment system of the Wastewater Treatment Plant of Canaveralejo EMCALI in Cali, Colombia","MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 715, 'contribucion_propia_1': '$ 94.107.013.948', 'costo_total_1': '$ 94.10",,,NO_AFOLU,sector~biog[aá]s
renare,"Introduction of the recovery and combustion of methane in the existing sludge treatment system of the Wastewater Treatment Plant of Canaveralejo EMCALI in Cali, Colombia",MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~water\s*treatment
renare,Liberacion de refrigerantes al final de la vida util de los refrigeradores domesticos-Sustitucion,NAMA - Acciones Nacionalmente Apropiadas de Mitigacion | [],,,NO_AFOLU,nombre~refriger
renare,Liberacion de refrigerantes al final de la vida util de los refrigeradores domesticos-Sustitucion,NAMA - Acciones Nacionalmente Apropiadas de Mitigacion | ,,,NO_AFOLU,nombre~refriger
renare,MDL PoA Mundo verde,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': '{""value"":""Fuente 1""}', 'tipo_actividad_1': 859, 'descripcion_actividad_1': 'Prueba', 'fecha_inicial_1",,,NO_AFOLU,sector~cement
renare,Multimodal transport on the Magdalena River by Impala Terminals.,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~transport
renare,Multimodal transport on the Magdalena River by Impala Terminals.,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~transport
renare,PCH CANTAYUS,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~\bPCH\b
renare,PCH CANTAYUS,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~\bPCH\b
renare,PCH Cantayus,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [],,,NO_AFOLU,nombre~\bPCH\b
renare,PCH Cantayus,MDL - Proyectos del Mecanismo de Desarrollo Limpio | [],,,NO_AFOLU,nombre~\bPCH\b
renare,PCH Cantayus,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~\bPCH\b
renare,PCH Cantayus,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~\bPCH\b
renare,PCH LA NAVETA,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 544, 'contribucion_propia_1': '$ 165.000.000', 'costo_total_1': '$ 165.000.000'",,,NO_AFOLU,sector~hidroel
renare,PCH LA NAVETA,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~\bPCH\b
renare,PLANTA PARA LA GENERACION DE ENERGIA ELECTRICA PROCESO POR GRUPO ELECTROGENO CON MOTOR DE ENCENDIDO POR CHISPA Y GENERADOR ¿ PLANTA DE ENERGIA MODULAR- TermoMechero,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~termo
renare,PLANTA PARA LA GENERACION DE ENERGIA ELECTRICA PROCESO POR GRUPO ELECTROGENO CON MOTOR DE ENCENDIDO POR CHISPA Y GENERADOR ¿ PLANTA DE ENERGIA MODULAR- TermoMechero,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~termo
renare,Parque Eolico Guajira I,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 134.497.709.191', 'costo_total_1': '$ 134.",,,NO_AFOLU,sector~e[oó]lic
renare,Parque Eolico Guajira I,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~e[oó]lic
renare,Parque Solar Cano Limon Phase 1 20 MW,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~fotovolt
renare,Parque Solar Cano Limon Phase 1 20 MW,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Parque Solar Cano Limon Phase 2 20 MW,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~fotovolt
renare,Parque Solar Cano Limon Phase 2 20 MW,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Parque eolico Guajira I,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~e[oó]lic
renare,Parque eolico Guajira I,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~e[oó]lic
renare,Parque eolico WESP 01,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~e[oó]lic
renare,Parque eolico WESP 01,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~e[oó]lic
renare,Pequena Central Hidroelectrica Alto Tulua,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 165.000.000.000', 'costo_total_1': '$ 165.",,,NO_AFOLU,nombre~hidroel
renare,Pequena Central Hidroelectrica Alto Tulua,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Pequena Central Hidroelectrica Amaime,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 87.000.000.000', 'costo_total_1': '$ 87.00",,,NO_AFOLU,nombre~hidroel
renare,Pequena Central Hidroelectrica Amaime,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Pequena Central hidroelectrica Bajo Tulua,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 156.000.000.000', 'costo_total_1': '$ 156.",,,NO_AFOLU,nombre~hidroel
renare,Pequena Central hidroelectrica Bajo Tulua,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Pequena central hidroelectrica Montanitas,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Pequena central hidroelectrica Montanitas,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Pequena central hidroelectrica San Andres de Cuerquia,PDBC - Programas de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Pequena central hidroelectrica San Andres de Cuerquia,PDBC - Programas de Desarrollo Bajo en Carbono | ,5647;68669;88001,,NO_AFOLU,nombre~hidroel
