tarea,fuente,nombre_proyecto,COD_DANE,nota,clasificacion_sugerida,motivo_sugerencia,clave,anio_inicio,id_registro,n_registros,url,tipo_registro,tokens_match,cod_dane_match
SECTOR,renare,CO2rozo Proyecto 1,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|co2rozo proyecto 1,,68b22bca2cb375c800b83c88,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PMCC Carbono Hass,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|pmcc carbono hass,,68b22bc32cb375c800b83c84,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,CultivO2,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|cultivo2,,68b22bc22cb375c800b83c81,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Más Bosques para Medellín,,Fuente oficial de Medellín: las intervenciones forestales de Más Bosques para Medellín se registran desde sus inicios en 2009; además el proyecto opera como iniciativa de carbono forestal.,AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|mas bosques para medellin,2009.0,68b22bb62cb375c800b83c76,1.0,https://www.medellin.gov.co/servidormapas/rest/services/ambiente_dllo_sost/VC_Restauracion_proteccion_ambiental/MapServer/1,PDBC - Proyectos de Desarrollo Bajo en Carbono,MEDELLIN,5001
SECTOR,renare,Alma Solar & Bayunca,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=MDL PoA - Programas de Activid; actividades sugiere AFOLU,renare|alma solar & bayunca,,68b22bb12cb375c800b83c72,1.0,https://renare.minambiente.gov.co/,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio,,
SECTOR,renare,Pequeña central hidroeléctrica Montañitas,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|pequena central hidroelectrica montanitas,,68b22bb02cb375c800b83c6f,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Liberación de refrigerantes al final de la vida útil de los refrigeradores domésticos-Sustitución,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: NAMA - Acciones Nacionalmente Apropiadas de Mitigación (no concluyente),renare|liberacion de refrigerantes al final de la vida util de los refrigeradores domesticos-sustitucion,,68b22b9f2cb375c800b83c63,1.0,https://renare.minambiente.gov.co/,NAMA - Acciones Nacionalmente Apropiadas de Mitigación,,
SECTOR,renare,Proyecto CultivO2,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=MDL - Proyectos del Mecanismo ; actividades sugiere AFOLU,renare|proyecto cultivo2,,68b22b9a2cb375c800b83c5f,1.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio,,
SECTOR,renare,Proyecto de optimización Nodo Llanos,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: MDL - Proyectos del Mecanismo de Desarrollo Limpio (no concluyente),renare|proyecto de optimizacion nodo llanos,,68b22b992cb375c800b83c5c,1.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio,,
SECTOR,renare,Proyecto de Mitigación de Cambio Climático Región Caribe+,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto de mitigacion de cambio climatico region caribe+,,68b22b982cb375c800b83c59,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto de reducción de emisiones de la Comercializadora Global Grupo García,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto de reduccion de emisiones de la comercializadora global grupo garcia,,68b22b982cb375c800b83c56,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,"Proyecto Forestal Para La Cuenca del Rio Chinchiná, una alternativa ambiental para la ciudad y La Región¿",,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,"renare|proyecto forestal para la cuenca del rio chinchina, una alternativa ambiental para la ciudad y la region¿",,68b22b922cb375c800b83c52,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,CHINCHINA,17174
SECTOR,renare,proyecto Carbono Santa Inés,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|proyecto carbono santa ines,,68b22b912cb375c800b83c4f,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Celsia Solar Agrupado VERRA,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|celsia solar agrupado verra,,68b22b912cb375c800b83c4c,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Commercial reforestation on lands dedicated to extensive cattle grazing activities in the region of Magdalena Bajo Seco,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo: MDL - Proyectos del Mecanismo de Desarrollo Limpio (no concluyente),renare|commercial reforestation on lands dedicated to extensive cattle grazing activities in the region of magdalena bajo seco,,68b22b8f2cb375c800b83c46,1.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio,,
SECTOR,renare,Sistema de generación fotovoltaíco Pintuco,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|sistema de generacion fotovoltaico pintuco,,68b22b892cb375c800b83c3f,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Implementación de buses eléctricos para el transporte de empleados de Cerro Matoso S.A.,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|implementacion de buses electricos para el transporte de empleados de cerro matoso s.a.,,68b22b7d2cb375c800b83c31,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,ISAGEN,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo=MDL PoA - Programas de Activid; actividades sugiere AFOLU,renare|isagen,,68b22b762cb375c800b83c27,1.0,https://renare.minambiente.gov.co/,MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio,,
SECTOR,renare,Planta De Energía Solar - Awarala,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|planta de energia solar - awarala,,68b22b752cb375c800b83c24,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-109-615-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-109-615-17,,68b22b6a2cb375c800b83c1c,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,PLANTA PARA LA GENERACION DE ENERGIA ELECTRICA PROCESO POR GRUPO ELECTROGENO CON MOTOR DE ENCENDIDO POR CHISPA Y GENERADOR ¿ PLANTA DE ENERGIA MODULAR- TermoMechero,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|planta para la generacion de energia electrica proceso por grupo electrogeno con motor de encendido por chispa y generador ¿ planta de energia modular- termomechero,,68b22b6a2cb375c800b83c19,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto de Certificación COPEY,,Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | REVISAR: el nombre disponible no permite confirmar con suficiente certeza la naturaleza AFOLU/no-AFOLU ni la fecha de inicio; no se imputa un año.,REVISAR,tipo: MDL - Proyectos del Mecanismo de Desarrollo Limpio (no concluyente),renare|proyecto de certificacion copey,,68b22b692cb375c800b83c16,1.0,https://renare.minambiente.gov.co/,MDL - Proyectos del Mecanismo de Desarrollo Limpio,,
SECTOR,renare,FAZNI-GGC-107-613-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-107-613-17,,68b22b642cb375c800b83c12,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-403-16,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-403-16,,68b22b5f2cb375c800b83c0e,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-076-523-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-076-523-17,,68b22b592cb375c800b83c0a,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-114-622-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-114-622-17,,68b22b542cb375c800b83c06,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-093-570-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-093-570-17,,68b22b4f2cb375c800b83c02,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-105-611-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-105-611-17,,68b22b4a2cb375c800b83bfe,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-074-521-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-074-521-17,,68b22b452cb375c800b83bfa,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-094-572-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-094-572-17,,68b22b402cb375c800b83bf6,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-075-520-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-075-520-17,,68b22b3b2cb375c800b83bf2,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-120-631-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-120-631-17,,68b22b362cb375c800b83bee,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-096-593-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-096-593-17,,68b22b302cb375c800b83bea,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Pequeña central hidroeléctrica San Andrés de Cuerquia,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Programas de Desarrollo Bajo en Carbono (no concluyente),renare|pequena central hidroelectrica san andres de cuerquia,,68b22b2f2cb375c800b83be4,1.0,https://renare.minambiente.gov.co/,PDBC - Programas de Desarrollo Bajo en Carbono,SAN ANDRES;SAN ANDRES DE CUERQUIA,5647;68669;88001
SECTOR,renare,FAZNI-GGC-082-545-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-082-545-17,,68b22b292cb375c800b83be0,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Multimodal transport on the Magdalena River by Impala Terminals.,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo: PDBC - Proyectos de Desarrollo Bajo en Carbono (no concluyente),renare|multimodal transport on the magdalena river by impala terminals.,,68b22b182cb375c800b83bce,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Proyecto Forestal CO2CERO,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde a uso de suelo, forestación/reforestación, conservación de bosques, agroforestería o ganadería/biomasa en tierras; AFOLU.",AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|proyecto forestal co2cero,,68b22b132cb375c800b83bca,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,Parque Solar Caño Limón Phase 2 20 MW,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|parque solar cano limon phase 2 20 mw,,68b22b0e2cb375c800b83bc6,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-118-629-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-118-629-17,,68b22b032cb375c800b83bbb,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-115-626-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-115-626-17,,68b22afe2cb375c800b83bb7,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-121-625-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-121-625-17,,68b22af92cb375c800b83bb3,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-113-620-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-113-620-17,,68b22af42cb375c800b83baf,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-106-612-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-106-612-17,,68b22aee2cb375c800b83bab,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-083-546-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-083-546-17,,68b22ae92cb375c800b83ba7,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
SECTOR,renare,FAZNI-GGC-110-616-17,,"Fuente primaria: RENARE/MinAmbiente; el detalle individual no está indexado públicamente en buscadores. Se conserva REVISAR cuando la ficha pública no permitió confirmar fecha de inicio. | Clasificación revisada: la actividad/nombre corresponde principalmente a energía, residuos, transporte, industria o infraestructura; no se identifica como AFOLU.",NO_AFOLU,tipo=PDBC - Proyectos de Desarrollo; actividades sugiere AFOLU,renare|fazni-ggc-110-616-17,,68b22ae42cb375c800b83ba3,1.0,https://renare.minambiente.gov.co/,PDBC - Proyectos de Desarrollo Bajo en Carbono,,
